"customerkey","geographykey","customeralternatekey","birthdate","maritalstatus","gender","yearlyincome","totalchildren","englisheducation","englishoccupation","numbercarsowned","datefirstpurchase","commutedistance","fullname","customerage","city","stateprovincename","englishcountryregionname","postalcode"
22169,35,"AW00022169","1956-06-11","M","F","20000.00",2,"Partial High School","Clerical",2,"2022-06-19","1-2 Miles","Jenny B Li",68,"Melbourne","Victoria","Australia","3000"
22170,40,"AW00022170","1956-03-17","M","F","30000.00",3,"Partial College","Clerical",2,"2021-04-03","1-2 Miles","Cynthia Martinez",68,"Warrnambool","Victoria","Australia","3280"
22171,33,"AW00022171","1956-11-06","M","F","30000.00",3,"High School","Skilled Manual",2,"2021-04-24","1-2 Miles","Meredith Gonzalez",67,"Cranbourne","Victoria","Australia","3977"
22172,14,"AW00022172","1962-09-05","M","M","30000.00",3,"High School","Skilled Manual",2,"2021-04-01","5-10 Miles","Cesar C Sara",61,"Rhodes","New South Wales","Australia","2138"
22173,14,"AW00022173","1957-10-18","M","F","30000.00",3,"High School","Skilled Manual",2,"2021-04-08","1-2 Miles","Bianca D Cai",66,"Rhodes","New South Wales","Australia","2138"
22174,30,"AW00022174","1957-10-30","M","M","30000.00",3,"High School","Skilled Manual",2,"2021-04-11","5-10 Miles","Micah Lu",66,"Perth","South Australia","Australia","6006"
22175,40,"AW00022175","1958-05-05","M","F","30000.00",3,"High School","Skilled Manual",2,"2021-04-12","5-10 Miles","Joy Dominguez",66,"Warrnambool","Victoria","Australia","3280"
22176,19,"AW00022176","1959-03-10","M","M","40000.00",3,"Partial College","Skilled Manual",2,"2022-07-05","1-2 Miles","Alejandro M Yang",65,"Wollongong","New South Wales","Australia","2500"
22177,13,"AW00022177","1958-09-22","M","F","40000.00",3,"Partial College","Skilled Manual",2,"2022-07-13","1-2 Miles","Meghan L Suarez",65,"Port Macquarie","New South Wales","Australia","2444"
22178,13,"AW00022178","1958-12-24","M","F","40000.00",3,"Partial College","Skilled Manual",2,"2021-04-10","5-10 Miles","Jessica Bell",65,"Port Macquarie","New South Wales","Australia","2444"
22179,16,"AW00022179","1959-08-08","M","F","40000.00",3,"Partial High School","Clerical",2,"2022-06-15","1-2 Miles","Abby C Mehta",64,"Springwood","New South Wales","Australia","2777"
22180,11,"AW00022180","1965-10-10","S","M","70000.00",2,"Partial College","Skilled Manual",2,"2021-03-31","1-2 Miles","Joe Srini",58,"North Ryde","New South Wales","Australia","2113"
22181,11,"AW00022181","1976-10-13","S","M","70000.00",2,"Partial College","Skilled Manual",2,"2021-04-05","5-10 Miles","Gary Romero",47,"North Ryde","New South Wales","Australia","2113"
22182,66,"AW00022182","1981-05-03","S","F","40000.00",0,"Partial College","Skilled Manual",2,"2020-05-26","1-2 Miles","Madeline H Parker",43,"Sooke","British Columbia","Canada","V0"
22210,12,"AW00022210","1970-04-03","M","F","110000.00",1,"Bachelors","Management",4,"2022-06-11","0-1 Miles","Martha G Yang",54,"North Sydney","New South Wales","Australia","2055"
22183,611,"AW00022183","1981-04-24","M","M","40000.00",0,"Partial College","Skilled Manual",2,"2022-10-17","5-10 Miles","Benjamin C Jones",43,"Bremerton","Washington","United States","98312"
22184,334,"AW00022184","1981-01-23","M","M","60000.00",0,"Partial College","Skilled Manual",2,"2022-10-13","5-10 Miles","Jeremy Carter",43,"Lakewood","California","United States","90712"
22185,352,"AW00022185","1980-11-29","M","M","60000.00",0,"Partial College","Skilled Manual",2,"2022-03-26","5-10 Miles","Connor Henderson",43,"Palo Alto","California","United States","94303"
22186,358,"AW00022186","1981-04-02","S","M","60000.00",0,"Partial College","Skilled Manual",2,"2022-12-23","1-2 Miles","Jonathan Foster",43,"San Carlos","California","United States","94070"
22187,539,"AW00022187","1979-12-22","S","F","50000.00",0,"High School","Skilled Manual",2,"2023-01-01","5-10 Miles","Hannah A Russell",44,"Corvallis","Oregon","United States","97330"
22188,609,"AW00022188","1984-06-04","M","F","60000.00",0,"Partial College","Skilled Manual",2,"2022-12-20","5-10 Miles","Sarah J Barnes",40,"Bellingham","Washington","United States","98225"
22189,612,"AW00022189","1978-08-31","M","F","70000.00",0,"Partial College","Professional",2,"2022-06-20","5-10 Miles","Linda Hernandez",45,"Burien","Washington","United States","98168"
22190,335,"AW00022190","1981-08-17","S","M","60000.00",0,"Partial College","Professional",2,"2022-10-22","1-2 Miles","Carlos Richardson",42,"Lemon Grove","California","United States","91945"
22191,637,"AW00022191","1981-08-08","S","M","60000.00",0,"Partial College","Professional",2,"2022-05-17","5-10 Miles","Jack Adams",42,"Seattle","Washington","United States","98104"
22192,627,"AW00022192","1982-03-11","S","M","60000.00",0,"Partial College","Professional",2,"2022-06-24","1-2 Miles","Henry Zimmerman",42,"Marysville","Washington","United States","98270"
22193,37,"AW00022193","1961-05-20","S","F","80000.00",2,"High School","Skilled Manual",2,"2021-04-28","5-10 Miles","Toni Garcia",63,"Seaford","Victoria","Australia","3198"
22194,6,"AW00022194","1971-10-16","S","M","80000.00",2,"High School","Skilled Manual",2,"2021-04-26","5-10 Miles","Bruce Sai",52,"Lavender Bay","New South Wales","Australia","2060"
22195,20,"AW00022195","1961-10-22","M","M","80000.00",2,"High School","Skilled Manual",2,"2021-04-05","1-2 Miles","Philip F Romero",62,"Brisbane","Queensland","Australia","4000"
22196,27,"AW00022196","1967-01-21","S","M","80000.00",2,"High School","Skilled Manual",2,"2021-04-13","1-2 Miles","Francis Romero",57,"Townsville","Queensland","Australia","4810"
22197,28,"AW00022197","1962-06-13","S","M","80000.00",2,"High School","Skilled Manual",2,"2021-04-06","1-2 Miles","Larry Dominguez",62,"Cloverdale","South Australia","Australia","6105"
22198,2,"AW00022198","1973-05-10","M","M","80000.00",2,"High School","Skilled Manual",2,"2021-04-10","1-2 Miles","Frank G Hernandez",51,"Coffs Harbour","New South Wales","Australia","2450"
22199,34,"AW00022199","1961-12-06","S","M","80000.00",2,"High School","Skilled Manual",2,"2021-04-17","1-2 Miles","David J Lee",62,"Geelong","Victoria","Australia","3220"
22200,8,"AW00022200","1962-09-25","S","F","70000.00",2,"High School","Professional",2,"2021-04-11","5-10 Miles","Martha Ye",61,"Matraville","New South Wales","Australia","2036"
22201,27,"AW00022201","1962-07-05","M","F","70000.00",2,"High School","Professional",2,"2021-05-19","5-10 Miles","Lindsey R Luo",62,"Townsville","Queensland","Australia","4810"
22202,17,"AW00022202","1963-01-03","M","M","70000.00",2,"High School","Professional",2,"2021-05-07","5-10 Miles","Roberto A Diaz",61,"St. Leonards","New South Wales","Australia","2065"
22203,37,"AW00022203","1969-06-12","M","F","100000.00",1,"Bachelors","Management",3,"2021-05-23","0-1 Miles","Alisha Zheng",55,"Seaford","Victoria","Australia","3198"
22204,31,"AW00022204","1963-12-22","M","M","110000.00",4,"Bachelors","Management",3,"2022-07-15","2-5 Miles","Dustin Xie",60,"Hobart","Tasmania","Australia","7001"
22205,2,"AW00022205","1964-02-07","M","M","110000.00",4,"Bachelors","Management",3,"2022-07-20","0-1 Miles","Bobby D Saunders",60,"Coffs Harbour","New South Wales","Australia","2450"
22206,21,"AW00022206","1969-08-30","S","F","110000.00",5,"Bachelors","Management",4,"2022-08-12","2-5 Miles","Cynthia E Rodriguez",54,"Caloundra","Queensland","Australia","4551"
22207,5,"AW00022207","1963-07-01","S","F","130000.00",0,"Graduate Degree","Management",3,"2021-05-05","0-1 Miles","Nancy L Sanchez",61,"Lane Cove","New South Wales","Australia","1597"
22208,14,"AW00022208","1965-04-09","M","F","110000.00",4,"Bachelors","Management",4,"2022-03-31","0-1 Miles","Candice Liang",59,"Rhodes","New South Wales","Australia","2138"
22209,13,"AW00022209","1964-07-11","M","M","110000.00",1,"Bachelors","Management",4,"2022-05-03","0-1 Miles","Cedric Shen",60,"Port Macquarie","New South Wales","Australia","2444"
22211,631,"AW00022211","1979-08-24","M","M","60000.00",0,"Partial College","Professional",2,"2022-05-15","5-10 Miles","Richard D Gray",44,"Olympia","Washington","United States","98501"
22212,3,"AW00022212","1964-09-03","M","F","110000.00",1,"Bachelors","Management",4,"2022-05-03","2-5 Miles","Kara E Xu",59,"Darlinghurst","New South Wales","Australia","2010"
22213,30,"AW00022213","1964-09-02","S","M","110000.00",1,"Bachelors","Management",0,"2022-02-27","2-5 Miles","Jay Patel",59,"Perth","South Australia","Australia","6006"
22214,34,"AW00022214","1970-01-01","M","F","120000.00",4,"Bachelors","Management",0,"2022-09-29","2-5 Miles","Sabrina A Ruiz",54,"Geelong","Victoria","Australia","3220"
22215,336,"AW00022215","1972-06-23","M","M","130000.00",0,"Graduate Degree","Management",4,"2022-04-14","0-1 Miles","Samuel R Lal",52,"Lincoln Acres","California","United States","91950"
22216,372,"AW00022216","1977-03-11","S","M","150000.00",0,"Bachelors","Management",2,"2022-06-11","0-1 Miles","Marcus C Howard",47,"Spring Valley","California","United States","91977"
22217,59,"AW00022217","1963-06-17","M","M","70000.00",2,"Partial High School","Skilled Manual",2,"2023-01-17","1-2 Miles","Dylan M Powell",61,"Oak Bay","British Columbia","Canada","V8P"
22218,611,"AW00022218","1962-08-24","M","M","60000.00",2,"High School","Professional",2,"2022-12-24","1-2 Miles","Christian M Bryant",61,"Bremerton","Washington","United States","98312"
22219,53,"AW00022219","1962-08-01","M","F","60000.00",2,"High School","Professional",2,"2022-11-22","5-10 Miles","Juha-Pekka Posti",61,"Metchosin","British Columbia","Canada","V9"
22220,543,"AW00022220","1967-12-30","M","M","60000.00",2,"High School","Professional",2,"2022-12-26","1-2 Miles","Brandon Sharma",56,"Lebanon","Oregon","United States","97355"
22221,310,"AW00022221","1968-10-14","M","M","60000.00",2,"High School","Professional",2,"2022-12-14","1-2 Miles","Benjamin Kumar",55,"Colma","California","United States","94014"
22222,374,"AW00022222","1963-01-21","M","M","90000.00",2,"Partial College","Professional",1,"2022-12-19","5-10 Miles","Angel E Hill",61,"Torrance","California","United States","90505"
22223,339,"AW00022223","1962-10-09","M","F","90000.00",2,"Partial College","Professional",1,"2022-09-27","5-10 Miles","Gabrielle Parker",61,"Mill Valley","California","United States","94941"
22224,307,"AW00022224","1962-08-31","M","F","90000.00",2,"Partial College","Professional",1,"2022-06-10","2-5 Miles","Katherine Alexander",61,"Chula Vista","California","United States","91910"
22225,618,"AW00022225","1962-08-31","S","F","90000.00",2,"Partial College","Professional",1,"2022-06-27","2-5 Miles","Jessica Murphy",61,"Issaquah","Washington","United States","98027"
22226,326,"AW00022226","1962-04-23","M","F","60000.00",2,"High School","Professional",2,"2022-03-18","5-10 Miles","Morgan A Sanders",62,"Grossmont","California","United States","91941"
22227,301,"AW00022227","1961-11-18","M","F","60000.00",2,"High School","Professional",2,"2022-03-26","5-10 Miles","Barbara A Cai",62,"Burbank","California","United States","91502"
22228,616,"AW00022228","1962-03-12","M","F","60000.00",2,"High School","Professional",2,"2022-10-31","5-10 Miles","Katelyn Gonzalez",62,"Everett","Washington","United States","98201"
22229,301,"AW00022229","1967-08-05","M","M","60000.00",2,"High School","Professional",2,"2022-12-04","1-2 Miles","Wyatt Perry",56,"Burbank","California","United States","91502"
22230,54,"AW00022230","1962-03-22","M","F","70000.00",3,"Partial College","Professional",2,"2020-05-26","5-10 Miles","Jordyn L Bennett",62,"N. Vancouver","British Columbia","Canada","V7L 4J4"
22231,325,"AW00022231","1961-10-20","M","F","70000.00",3,"Partial College","Professional",2,"2022-05-30","5-10 Miles","Grace G Brooks",62,"Glendale","California","United States","91203"
22232,50,"AW00022232","1978-02-15","M","F","50000.00",1,"Graduate Degree","Skilled Manual",0,"2020-05-21","1-2 Miles","Paige Brooks",46,"Haney","British Columbia","Canada","V2W 1W2"
22233,50,"AW00022233","1977-10-20","M","M","50000.00",1,"Graduate Degree","Skilled Manual",0,"2020-05-18","0-1 Miles","Xavier Martin",46,"Haney","British Columbia","Canada","V2W 1W2"
22234,63,"AW00022234","1977-08-07","M","F","50000.00",1,"Graduate Degree","Skilled Manual",0,"2020-05-23","0-1 Miles","Katherine Gonzalez",46,"Shawnee","British Columbia","Canada","V8Z 4N5"
22235,312,"AW00022235","1983-09-08","M","M","60000.00",1,"Graduate Degree","Professional",0,"2022-12-19","0-1 Miles","Sebastian G Peterson",40,"Coronado","California","United States","92118"
22236,345,"AW00022236","1975-09-02","M","M","40000.00",1,"Bachelors","Skilled Manual",0,"2022-12-27","0-1 Miles","Jose D Gonzalez",48,"Newport Beach","California","United States","92625"
22237,325,"AW00022237","1975-10-03","M","M","40000.00",1,"Bachelors","Skilled Manual",1,"2022-07-27","0-1 Miles","Angel C Morris",48,"Glendale","California","United States","91203"
22238,543,"AW00022238","1976-05-17","M","M","40000.00",1,"Bachelors","Skilled Manual",1,"2022-12-27","2-5 Miles","Alex Murphy",48,"Lebanon","Oregon","United States","97355"
22239,360,"AW00022239","1975-07-05","M","M","40000.00",1,"Bachelors","Skilled Manual",1,"2022-07-01","0-1 Miles","Jesse Cook",49,"San Francisco","California","United States","94109"
22240,627,"AW00022240","1976-03-20","M","M","40000.00",1,"Bachelors","Skilled Manual",1,"2022-06-04","0-1 Miles","Miguel Powell",48,"Marysville","Washington","United States","98270"
22241,634,"AW00022241","1975-12-30","M","F","40000.00",1,"Bachelors","Skilled Manual",1,"2022-12-11","2-5 Miles","Alexandria M Washington",48,"Redmond","Washington","United States","98052"
22242,648,"AW00022242","1976-06-25","M","M","40000.00",1,"Bachelors","Skilled Manual",1,"2022-03-06","0-1 Miles","Cameron M Walker",48,"Yakima","Washington","United States","98901"
22243,627,"AW00022243","1975-09-11","M","F","60000.00",1,"Graduate Degree","Professional",0,"2022-12-04","2-5 Miles","Emma Lewis",48,"Marysville","Washington","United States","98270"
22244,614,"AW00022244","1974-11-15","M","F","50000.00",1,"Bachelors","Skilled Manual",1,"2022-04-05","0-1 Miles","Shelby B Howard",49,"Edmonds","Washington","United States","98020"
22245,542,"AW00022245","1980-05-07","S","M","50000.00",2,"Bachelors","Skilled Manual",0,"2022-12-08","2-5 Miles","Evan Lopez",44,"Lake Oswego","Oregon","United States","97034"
22246,326,"AW00022246","1974-09-10","M","F","50000.00",2,"Bachelors","Skilled Manual",0,"2022-12-02","2-5 Miles","Jacqueline G Cox",49,"Grossmont","California","United States","91941"
22247,62,"AW00022247","1975-04-06","M","M","50000.00",2,"Bachelors","Skilled Manual",0,"2020-06-20","0-1 Miles","Ryan R Williams",49,"Royal Oak","British Columbia","Canada","V8X"
22248,300,"AW00022248","1980-10-14","M","M","50000.00",2,"Bachelors","Skilled Manual",0,"2022-12-01","0-1 Miles","Gary S Ramos",43,"Beverly Hills","California","United States","90210"
22249,335,"AW00022249","1977-02-04","M","M","70000.00",3,"Graduate Degree","Professional",0,"2022-06-27","2-5 Miles","Kevin Chen",47,"Lemon Grove","California","United States","91945"
22250,368,"AW00022250","1977-01-19","M","M","70000.00",3,"Graduate Degree","Professional",0,"2022-06-27","0-1 Miles","Michael K Wilson",47,"Santa Cruz","California","United States","95062"
22251,41,"AW00022251","1981-12-15","M","F","60000.00",1,"Graduate Degree","Professional",0,"2020-06-18","0-1 Miles","Martha E She",42,"Calgary","Alberta","Canada","T2P 2G8"
22252,59,"AW00022252","1976-01-05","S","F","60000.00",1,"Graduate Degree","Professional",0,"2020-06-23","2-5 Miles","Makayla Brooks",48,"Oak Bay","British Columbia","Canada","V8P"
22253,611,"AW00022253","1975-08-06","M","F","60000.00",2,"Graduate Degree","Professional",0,"2022-12-28","2-5 Miles","Stephanie Reed",48,"Bremerton","Washington","United States","98312"
22254,627,"AW00022254","1976-05-23","M","M","60000.00",2,"Graduate Degree","Professional",0,"2022-01-13","2-5 Miles","Fernando C Scott",48,"Marysville","Washington","United States","98270"
22255,637,"AW00022255","1981-12-15","M","F","70000.00",3,"Graduate Degree","Professional",0,"2022-06-26","0-1 Miles","Nicole E Rogers",42,"Seattle","Washington","United States","98104"
22256,307,"AW00022256","1975-12-05","M","M","70000.00",4,"Graduate Degree","Professional",0,"2022-06-01","0-1 Miles","Edwin Lu",48,"Chula Vista","California","United States","91910"
22257,311,"AW00022257","1975-08-06","M","F","70000.00",4,"Graduate Degree","Professional",0,"2022-06-06","2-5 Miles","Carrie Romero",48,"Concord","California","United States","94519"
22258,325,"AW00022258","1975-10-18","M","F","70000.00",4,"Graduate Degree","Professional",0,"2022-06-16","0-1 Miles","Jessica H Reed",48,"Glendale","California","United States","91203"
22259,543,"AW00022259","1978-10-29","S","M","40000.00",0,"Bachelors","Professional",1,"2022-01-08","2-5 Miles","Dalton R Mitchell",45,"Lebanon","Oregon","United States","97355"
22260,548,"AW00022260","1973-02-11","M","F","50000.00",2,"Bachelors","Skilled Manual",1,"2022-01-07","2-5 Miles","Courtney M Allen",51,"Salem","Oregon","United States","97301"
22261,299,"AW00022261","1978-03-06","S","M","50000.00",2,"Bachelors","Skilled Manual",1,"2021-12-28","2-5 Miles","Isaac J Allen",46,"Berkeley","California","United States","94704"
22262,339,"AW00022262","1978-06-01","S","M","50000.00",2,"Bachelors","Skilled Manual",1,"2022-01-22","2-5 Miles","Marcus Collins",46,"Mill Valley","California","United States","94941"
22263,623,"AW00022263","1971-11-24","M","M","60000.00",3,"Bachelors","Skilled Manual",0,"2023-01-22","2-5 Miles","Patrick B Blue",52,"Kirkland","Washington","United States","98033"
22264,49,"AW00022264","1972-05-13","S","F","60000.00",0,"Graduate Degree","Professional",0,"2022-06-10","0-1 Miles","Stephanie Coleman",52,"Cliffside","British Columbia","Canada","V8Y 1L1"
22265,63,"AW00022265","1972-05-13","M","M","70000.00",0,"Graduate Degree","Professional",0,"2022-03-10","0-1 Miles","Jeremiah E Sanchez",52,"Shawnee","British Columbia","Canada","V8Z 4N5"
22266,345,"AW00022266","1972-06-16","M","F","70000.00",4,"Graduate Degree","Professional",0,"2022-06-26","2-5 Miles","Rachel Sanders",52,"Newport Beach","California","United States","92625"
22267,55,"AW00022267","1971-08-15","M","F","70000.00",4,"Graduate Degree","Professional",0,"2020-06-12","0-1 Miles","Brianna J Rodriguez",52,"Newton","British Columbia","Canada","V2L3W8"
22268,57,"AW00022268","1975-03-22","S","F","60000.00",2,"Graduate Degree","Professional",0,"2020-06-27","2-5 Miles","Alexandra P Barnes",49,"Newton","British Columbia","Canada","V2M1P1"
22269,311,"AW00022269","1985-08-13","M","M","70000.00",5,"Graduate Degree","Professional",3,"2022-07-23","10+ Miles","Caleb Yang",38,"Concord","California","United States","94519"
22270,325,"AW00022270","1974-10-13","M","M","80000.00",2,"Graduate Degree","Professional",0,"2022-06-07","0-1 Miles","Antonio Gonzales",49,"Glendale","California","United States","91203"
22271,336,"AW00022271","1980-02-21","M","M","80000.00",3,"Graduate Degree","Professional",0,"2022-06-19","0-1 Miles","Connor L Mitchell",44,"Lincoln Acres","California","United States","91950"
22272,352,"AW00022272","1980-03-03","M","F","80000.00",3,"Graduate Degree","Professional",0,"2022-06-21","0-1 Miles","Isabella Kelly",44,"Palo Alto","California","United States","94303"
22273,307,"AW00022273","1971-03-08","S","F","40000.00",0,"Bachelors","Professional",1,"2022-01-17","2-5 Miles","Patricia M Rodriguez",53,"Chula Vista","California","United States","91910"
22274,642,"AW00022274","1971-03-18","S","M","40000.00",0,"Bachelors","Professional",1,"2022-01-21","2-5 Miles","Adam Chen",53,"Tacoma","Washington","United States","98403"
22275,336,"AW00022275","1976-02-16","S","M","40000.00",0,"Bachelors","Professional",1,"2022-02-08","2-5 Miles","Ian R Bailey",48,"Lincoln Acres","California","United States","91950"
22276,361,"AW00022276","1970-12-05","S","F","40000.00",0,"Bachelors","Professional",1,"2022-02-02","2-5 Miles","Gabriella M Gray",53,"San Gabriel","California","United States","91776"
22277,632,"AW00022277","1976-07-21","S","F","40000.00",0,"Bachelors","Professional",1,"2023-01-25","2-5 Miles","Arianna A Torres",47,"Port Orchard","Washington","United States","98366"
22278,54,"AW00022278","1976-12-22","S","F","50000.00",3,"Bachelors","Skilled Manual",1,"2022-03-16","2-5 Miles","Mariah Gray",47,"N. Vancouver","British Columbia","Canada","V7L 4J4"
22279,302,"AW00022279","1971-05-09","M","F","50000.00",3,"Bachelors","Skilled Manual",2,"2022-12-04","2-5 Miles","Riley Kelly",53,"Burlingame","California","United States","94010"
22280,314,"AW00022280","1976-07-14","M","M","50000.00",3,"Bachelors","Skilled Manual",3,"2022-05-17","10+ Miles","Luis A Scott",47,"Daly City","California","United States","94015"
22281,385,"AW00022281","1971-03-11","M","F","60000.00",0,"Graduate Degree","Professional",0,"2022-02-15","2-5 Miles","Alexia Diaz",53,"Woodland Hills","California","United States","91364"
22282,542,"AW00022282","1975-01-23","S","M","40000.00",0,"Bachelors","Professional",1,"2022-01-30","0-1 Miles","Jonathan Hughes",49,"Lake Oswego","Oregon","United States","97034"
22283,546,"AW00022283","1970-01-02","S","M","60000.00",4,"Bachelors","Skilled Manual",2,"2022-08-20","2-5 Miles","Eduardo F Davis",54,"Oregon City","Oregon","United States","97045"
22284,300,"AW00022284","1975-06-24","S","F","60000.00",4,"Bachelors","Skilled Manual",3,"2022-01-28","10+ Miles","Kristy Sanz",49,"Beverly Hills","California","United States","90210"
22285,49,"AW00022285","1970-05-22","M","F","60000.00",4,"Bachelors","Skilled Manual",3,"2022-07-14","10+ Miles","Meredith D Moreno",54,"Cliffside","British Columbia","Canada","V8Y 1L1"
22286,361,"AW00022286","1975-08-09","M","M","60000.00",5,"Bachelors","Skilled Manual",3,"2022-05-12","10+ Miles","Gabriel L Hughes",48,"San Gabriel","California","United States","91776"
22287,336,"AW00022287","1975-08-15","S","F","60000.00",5,"Bachelors","Skilled Manual",3,"2022-02-18","5-10 Miles","Megan A Griffin",48,"Lincoln Acres","California","United States","91950"
22288,536,"AW00022288","1970-05-26","S","F","60000.00",4,"Bachelors","Skilled Manual",2,"2022-02-07","0-1 Miles","Isabel M Patterson",54,"Beaverton","Oregon","United States","97005"
22289,298,"AW00022289","1980-11-07","M","M","60000.00",4,"Bachelors","Skilled Manual",2,"2022-02-06","2-5 Miles","Thomas E Long",43,"Bellflower","California","United States","90706"
22290,637,"AW00022290","1980-03-16","M","F","70000.00",4,"Bachelors","Professional",2,"2022-06-05","2-5 Miles","Jocelyn R Jenkins",44,"Seattle","Washington","United States","98104"
22291,299,"AW00022291","1974-02-22","M","M","70000.00",4,"Bachelors","Professional",2,"2022-05-31","0-1 Miles","Carlos J Morris",50,"Berkeley","California","United States","94704"
22292,301,"AW00022292","1968-09-05","M","F","70000.00",4,"Bachelors","Professional",2,"2022-06-26","0-1 Miles","Stacy M Gomez",55,"Burbank","California","United States","91502"
22293,322,"AW00022293","1968-12-17","M","F","70000.00",4,"Bachelors","Professional",2,"2022-06-06","2-5 Miles","Jasmine S Johnson",55,"Fremont","California","United States","94536"
22294,325,"AW00022294","1974-04-09","S","F","70000.00",0,"Bachelors","Professional",1,"2022-06-22","2-5 Miles","Rachel Brown",50,"Glendale","California","United States","91203"
22295,329,"AW00022295","1973-09-13","S","F","70000.00",0,"Bachelors","Professional",1,"2022-06-23","2-5 Miles","Jade P Morgan",50,"Imperial Beach","California","United States","91932"
22296,335,"AW00022296","1984-09-16","M","M","70000.00",0,"Bachelors","Professional",1,"2022-10-27","0-1 Miles","Benjamin M Johnson",39,"Lemon Grove","California","United States","91945"
22297,355,"AW00022297","1974-02-16","S","F","70000.00",0,"Bachelors","Professional",1,"2022-06-16","2-5 Miles","Jasmine A Garcia",50,"Redwood City","California","United States","94063"
22298,372,"AW00022298","1979-04-17","S","M","70000.00",0,"Bachelors","Professional",1,"2022-07-24","2-5 Miles","Marcus B Williams",45,"Spring Valley","California","United States","91977"
22299,59,"AW00022299","1974-12-23","S","M","70000.00",4,"Bachelors","Professional",2,"2020-06-07","2-5 Miles","Richard M Murphy",49,"Oak Bay","British Columbia","Canada","V8P"
22300,634,"AW00022300","1974-03-14","S","F","60000.00",3,"Graduate Degree","Professional",0,"2022-02-22","0-1 Miles","Kaitlyn Price",50,"Redmond","Washington","United States","98052"
22301,334,"AW00022301","1974-09-09","M","F","60000.00",3,"Graduate Degree","Professional",0,"2022-02-06","0-1 Miles","Abigail Rodriguez",49,"Lakewood","California","United States","90712"
22302,243,"AW00022302","1979-07-14","M","M","40000.00",1,"Bachelors","Skilled Manual",0,"2022-07-10","1-2 Miles","Clayton J Guo",44,"Leeds","England","United Kingdom","LE18"
22303,213,"AW00022303","1977-08-20","S","M","20000.00",0,"Partial High School","Manual",2,"2022-12-14","1-2 Miles","Philip L Alonso",46,"Verrieres Le Buisson","Essonne","France","91370"
22304,256,"AW00022304","1977-12-25","S","F","20000.00",0,"Partial High School","Manual",2,"2022-07-22","0-1 Miles","Jaime Vazquez",46,"London","England","United Kingdom","W1X3SE"
22305,248,"AW00022305","1978-05-21","S","F","20000.00",0,"Partial High School","Manual",2,"2023-01-05","0-1 Miles","Anne H Carlson",46,"London","England","United Kingdom","SW19 3RU"
22306,196,"AW00022306","1978-10-09","S","M","30000.00",0,"High School","Manual",1,"2022-05-05","1-2 Miles","Ivan T Kapoor",45,"Paris","Seine (Paris)","France","75007"
22307,120,"AW00022307","1984-03-12","M","F","40000.00",1,"Bachelors","Skilled Manual",1,"2022-10-01","0-1 Miles","Sarah L Ross",40,"Hof","Bayern","Germany","95010"
22308,237,"AW00022308","1979-02-19","M","F","40000.00",1,"Bachelors","Skilled Manual",1,"2022-06-30","1-2 Miles","Cassandra Lopez",45,"Esher-Molesey","England","United Kingdom","EM15"
22309,246,"AW00022309","1978-12-30","M","F","40000.00",1,"Bachelors","Skilled Manual",1,"2022-08-13","1-2 Miles","Leah L Zhou",45,"London","England","United Kingdom","EC1R 0DU"
22310,171,"AW00022310","1983-03-10","S","F","20000.00",0,"Partial High School","Manual",2,"2022-06-24","1-2 Miles","Christina Sanders",41,"Neunkirchen","Saarland","Germany","66578"
22311,277,"AW00022311","1978-01-01","S","M","30000.00",0,"High School","Manual",1,"2022-07-15","1-2 Miles","Bruce Sara",46,"York","England","United Kingdom","Y024 1GF"
22312,183,"AW00022312","1983-08-06","M","F","40000.00",1,"Bachelors","Skilled Manual",1,"2022-01-11","1-2 Miles","Kristi D Mehta",40,"Orleans","Loiret","France","45000"
22313,271,"AW00022313","1977-12-04","S","M","40000.00",2,"Partial College","Clerical",0,"2022-08-03","1-2 Miles","Jarrod H Martinez",46,"Warrington","England","United Kingdom","WA1"
22314,225,"AW00022314","1977-05-14","M","F","10000.00",0,"Partial High School","Manual",2,"2022-08-01","0-1 Miles","Brandy Patel",47,"Orly","Val de Marne","France","94310"
22315,278,"AW00022315","1982-02-24","S","M","20000.00",0,"Partial High School","Manual",2,"2022-10-23","1-2 Miles","Darren K Raman",42,"York","England","United Kingdom","Y03 4TN"
22316,202,"AW00022316","1976-09-17","M","F","20000.00",0,"Partial High School","Manual",2,"2022-05-29","0-1 Miles","Deanna S Sara",47,"Paris","Seine (Paris)","France","75016"
22317,161,"AW00022317","1982-05-05","S","F","20000.00",0,"Partial High School","Manual",2,"2022-03-01","0-1 Miles","Karla Nath",42,"Solingen","Nordrhein-Westfalen","Germany","42651"
22318,143,"AW00022318","1976-09-04","S","M","30000.00",0,"High School","Manual",1,"2022-12-26","2-5 Miles","Ramon D Xu",47,"Bonn","Hamburg","Germany","53131"
22319,199,"AW00022319","1977-05-06","S","M","30000.00",0,"High School","Manual",1,"2022-05-25","2-5 Miles","Jorge M Zhou",47,"Paris","Seine (Paris)","France","75010"
22320,230,"AW00022320","1977-04-26","M","M","30000.00",0,"High School","Manual",1,"2022-08-06","1-2 Miles","Danny L Gill",47,"Berkshire","England","United Kingdom","RG11 5TP"
22321,276,"AW00022321","1975-07-26","S","M","40000.00",2,"Partial College","Clerical",0,"2022-08-12","1-2 Miles","Alan M Zeng",48,"Woolston","England","United Kingdom","WA1 4SY"
